Date,Location,Positive,Tested,Discharged,Fatal,Vaccinated_1st,Vaccinated_2nd,Vaccinated_3rd
2020-07-31,Airport,583,118109.0,236.0,1,,,
2020-07-31,Returnee,15,829.0,15.0,0,,,
2020-08-01,Domestic,35233,704483.0,25253.0,1010,,,
2020-08-01,Airport,588,119436.0,238.0,1,,,
2020-08-01,Returnee,15,829.0,15.0,0,,,
2020-08-02,Domestic,36081,714089.0,25653.0,1010,,,
2020-08-02,Airport,593,121486.0,238.0,1,,,
2020-08-02,Returnee,15,829.0,15.0,0,,,
2020-08-03,Domestic,38072,724688.0,26234.0,1011,,,
2020-08-03,Airport,600,123598.0,238.0,1,,,
2020-08-03,Returnee,15,829.0,15.0,0,,,
2020-08-04,Domestic,39220,750482.0,26944.0,1015,,,
2020-08-04,Airport,623,125823.0,238.0,1,,,
2020-08-04,Returnee,15,829.0,15.0,0,,,
2020-08-05,Domestic,40485,769222.0,27775.0,1021,,,
2020-08-05,Airport,629,127289.0,238.0,1,,,
2020-08-05,Returnee,15,829.0,15.0,0,,,
2020-08-06,Domestic,41611,808945.0,28624.0,1025,,,
2020-08-06,Airport,637,128965.0,238.0,1,,,
2020-08-06,Returnee,15,829.0,15.0,0,,,
2020-08-07,Domestic,43152,830960.0,29900.0,1032,,,
2020-08-07,Airport,648,130126.0,238.0,1,,,
2020-08-07,Returnee,15,829.0,15.0,0,,,
2020-08-08,Domestic,44770,853658.0,31054.0,1038,,,
2020-08-08,Airport,654,131614.0,238.0,1,,,
2020-08-08,Returnee,15,829.0,15.0,0,,,
2020-08-09,Domestic,46105,867334.0,32059.0,1039,,,
2020-08-09,Airport,663,133118.0,238.0,1,,,
2020-08-09,Returnee,15,829.0,15.0,0,,,
2020-08-10,Domestic,47306,880670.0,32805.0,1046,,,
2020-08-10,Airport,669,134698.0,238.0,1,,,
2020-08-10,Returnee,15,829.0,15.0,0,,,
2020-08-11,Domestic,48238,887110.0,33722.0,1051,,,
2020-08-11,Airport,675,136296.0,238.0,1,,,
2020-08-11,Returnee,15,829.0,15.0,0,,,
2020-08-12,Domestic,49512,920049.0,34635.0,1058,,,
2020-08-12,Airport,683,137286.0,238.0,1,,,
2020-08-12,Returnee,15,829.0,15.0,0,,,
2020-08-13,Domestic,50444,945831.0,35858.0,1062,,,
2020-08-13,Airport,688,138662.0,261.0,1,,,
2020-08-13,Returnee,15,829.0,15.0,0,,,
2020-08-14,Domestic,51513,966893.0,37165.0,1072,,,
2020-08-14,Airport,689,139815.0,299.0,1,,,
2020-08-14,Returnee,15,829.0,15.0,0,,,
2020-08-15,Domestic,52869,1022133.0,38600.0,1084,,,
2020-08-15,Airport,693,141067.0,330.0,1,,,
2020-08-15,Returnee,15,829.0,15.0,0,,,
2020-08-16,Domestic,54002,1033883.0,39715.0,1087,,,
2020-08-16,Airport,697,142601.0,350.0,1,,,
2020-08-16,Returnee,15,829.0,15.0,0,,,
2020-08-17,Domestic,54952,1041321.0,40794.0,1098,,,
2020-08-17,Airport,700,144318.0,387.0,1,,,
2020-08-17,Returnee,15,829.0,15.0,0,,,
2020-08-18,Domestic,55958,1067156.0,41853.0,1114,,,
2020-08-18,Airport,712,146160.0,416.0,1,,,
2020-08-18,Returnee,15,829.0,15.0,0,,,
2020-08-19,Domestic,56820,1088286.0,43379.0,1127,,,
2020-08-19,Airport,715,147065.0,441.0,1,,,
2020-08-19,Returnee,15,829.0,15.0,0,,,
2020-08-20,Domestic,57766,1110223.0,44771.0,1143,,,
2020-08-20,Airport,720,148370.0,480.0,1,,,
2020-08-20,Returnee,15,829.0,15.0,0,,,
2020-08-21,Domestic,58978,1132112.0,45938.0,1154,,,
2020-08-21,Airport,728,149752.0,514.0,1,,,
2020-08-21,Returnee,15,829.0,15.0,0,,,
2020-08-22,Domestic,59988,1153978.0,47045.0,1168,,,
2020-08-22,Airport,730,151321.0,562.0,1,,,
2020-08-22,Returnee,15,829.0,15.0,0,,,
2020-08-23,Domestic,61001,1167326.0,47946.0,1175,,,
2020-08-23,Airport,731,152924.0,589.0,1,,,
2020-08-23,Returnee,15,829.0,15.0,0,,,
2020-08-24,Domestic,61754,1178279.0,48716.0,1180,,,
2020-08-24,Airport,738,154776.0,609.0,1,,,
2020-08-24,Returnee,15,829.0,15.0,0,,,
2020-08-25,Domestic,62364,1200330.0,49794.0,1195,,,
2020-08-25,Airport,742,156469.0,622.0,1,,,
2020-08-25,Returnee,15,829.0,15.0,0,,,
2020-08-26,Domestic,63060,1218568.0,51034.0,1208,,,
2020-08-26,Airport,747,157386.0,639.0,1,,,
2020-08-26,Returnee,15,829.0,15.0,0,,,
2020-08-27,Domestic,63901,1237921.0,52169.0,1225,,,
2020-08-27,Airport,752,158650.0,639.0,1,,,
2020-08-27,Returnee,15,829.0,15.0,0,,,
2020-08-28,Domestic,64801,1259467.0,53318.0,1237,,,
2020-08-28,Airport,757,160293.0,662.0,1,,,
2020-08-28,Returnee,15,829.0,15.0,0,,,
2020-08-29,Domestic,65645,1278064.0,54650.0,1254,,,
2020-08-29,Airport,763,161933.0,676.0,1,,,
2020-08-29,Returnee,15,829.0,15.0,0,,,
2020-08-30,Domestic,66481,1290979.0,55471.0,1263,,,
2020-08-30,Airport,768,163802.0,678.0,1,,,
2020-08-30,Returnee,15,829.0,15.0,0,,,
2020-08-31,Domestic,67077,1300556.0,56109.0,1278,,,
2020-08-31,Airport,773,165747.0,678.0,1,,,
2020-08-31,Returnee,15,829.0,15.0,0,,,
2020-09-01,Domestic,67595,1322085.0,57130.0,1295,,,
2020-09-01,Airport,782,168061.0,678.0,1,,,
2020-09-01,Returnee,15,829.0,15.0,0,,,
2020-09-02,Domestic,68196,1340216.0,57735.0,1306,,,
2020-09-02,Airport,790,169417.0,678.0,1,,,
2020-09-02,Returnee,15,829.0,15.0,0,,,
2020-09-03,Domestic,68785,1364339.0,58827.0,1318,,,
2020-09-03,Airport,799,171053.0,682.0,1,,,
2020-09-03,Returnee,15,829.0,15.0,0,,,
2020-09-04,Domestic,69450,1387330.0,59720.0,1329,,,
2020-09-04,Airport,803,172346.0,682.0,1,,,
2020-09-04,Returnee,15,829.0,15.0,0,,,
2020-09-05,Domestic,70051,1402787.0,60726.0,1348,,,
2020-09-05,Airport,810,173828.0,704.0,1,,,
2020-09-05,Returnee,15,829.0,15.0,0,,,
2020-09-06,Domestic,70592,1414717.0,61357.0,1356,,,
2020-09-06,Airport,812,175349.0,704.0,1,,,
2020-09-06,Returnee,15,829.0,15.0,0,,,
2020-09-07,Domestic,71025,1418892.0,61817.0,1362,,,
2020-09-07,Airport,816,176840.0,704.0,1,,,
2020-09-07,Returnee,15,829.0,15.0,0,,,
2020-09-08,Domestic,71398,1442904.0,62563.0,1376,,,
2020-09-08,Airport,821,178416.0,704.0,1,,,
2020-09-08,Returnee,15,829.0,15.0,0,,,
2020-09-09,Domestic,71889,1457541.0,63381.0,1392,,,
2020-09-09,Airport,822,179353.0,704.0,1,,,
2020-09-09,Returnee,15,829.0,15.0,0,,,
2020-09-10,Domestic,72381,1480613.0,64116.0,1405,,,
2020-09-10,Airport,825,180649.0,704.0,1,,,
2020-09-10,Returnee,15,829.0,15.0,0,,,
2020-09-11,Domestic,73058,1502919.0,64871.0,1411,,,
2020-09-11,Airport,828,181963.0,704.0,1,,,
2020-09-11,Returnee,15,829.0,15.0,0,,,
2020-09-12,Domestic,73694,1519398.0,65561.0,1422,,,
2020-09-12,Airport,835,183507.0,704.0,1,,,
2020-09-12,Returnee,15,829.0,15.0,0,,,
2020-09-13,Domestic,74360,1529943.0,66180.0,1438,,,
2020-09-13,Airport,843,185188.0,704.0,1,,,
2020-09-13,Returnee,15,829.0,15.0,0,,,
2020-09-14,Domestic,74797,1530415.0,66504.0,1441,,,
2020-09-14,Airport,845,186811.0,723.0,1,,,
2020-09-14,Returnee,15,829.0,15.0,0,,,
2020-09-15,Domestic,75093,1555861.0,67073.0,1450,,,
2020-09-15,Airport,850,188621.0,743.0,1,,,
2020-09-15,Returnee,15,829.0,15.0,0,,,
2020-09-16,Domestic,75582,1576024.0,67754.0,1460,,,
2020-09-16,Airport,851,189625.0,763.0,1,,,
2020-09-16,Returnee,15,829.0,15.0,0,,,
2020-09-17,Domestic,76135,1594338.0,68473.0,1472,,,
2020-09-17,Airport,859,191175.0,765.0,1,,,
2020-09-17,Returnee,15,829.0,15.0,0,,,
2020-09-18,Domestic,76610,1617651.0,69117.0,1481,,,
2020-09-18,Airport,869,193036.0,767.0,1,,,
2020-09-18,Returnee,15,829.0,15.0,0,,,
2020-09-19,Domestic,77183,1635256.0,69700.0,1494,,,
2020-09-19,Airport,875,195161.0,780.0,1,,,
2020-09-19,Returnee,15,829.0,15.0,0,,,
2020-09-20,Domestic,77762,1644786.0,70231.0,1499,,,
2020-09-20,Airport,880,196891.0,784.0,1,,,
2020-09-20,Returnee,15,829.0,15.0,0,,,
2020-09-21,Domestic,78234,1650939.0,70597.0,1499,,,
2020-09-21,Airport,891,198893.0,792.0,1,,,
2020-09-21,Returnee,15,829.0,15.0,0,,,
2020-09-22,Domestic,78525,1653717.0,70841.0,1507,,,
2020-09-22,Airport,898,200694.0,792.0,1,,,
2020-09-22,Returnee,15,829.0,15.0,0,,,
2020-09-23,Domestic,78847,1657103.0,71174.0,1511,,,
2020-09-23,Airport,906,201761.0,792.0,1,,,
2020-09-23,Returnee,15,829.0,15.0,0,,,
2020-09-24,Domestic,79116,1684028.0,71699.0,1519,,,
2020-09-24,Airport,910,203299.0,824.0,1,,,
2020-09-24,Returnee,15,829.0,15.0,0,,,
2020-09-25,Domestic,79565,1703049.0,72643.0,1531,,,
2020-09-25,Airport,917,204829.0,832.0,1,,,
2020-09-25,Returnee,15,829.0,15.0,0,,,
2020-09-26,Domestic,80118,1731575.0,73304.0,1539,,,
2020-09-26,Airport,922,206423.0,832.0,1,,,
2020-09-26,Returnee,15,829.0,15.0,0,,,
2020-09-27,Domestic,80747,1742097.0,73739.0,1544,,,
2020-09-27,Airport,928,208323.0,853.0,1,,,
2020-09-27,Returnee,15,829.0,15.0,0,,,
2020-09-28,Domestic,81181,1746647.0,74122.0,1547,,,
2020-09-28,Airport,935,210497.0,853.0,1,,,
2020-09-28,Returnee,15,829.0,15.0,0,,,
2020-09-29,Domestic,81537,1766397.0,74589.0,1556,,,
2020-09-29,Airport,942,212703.0,855.0,1,,,
2020-09-29,Returnee,15,829.0,15.0,0,,,
2020-09-30,Domestic,82053,1870073.0,75151.0,1563,,,
2020-09-30,Airport,942,213992.0,859.0,1,,,
2020-09-30,Returnee,15,829.0,15.0,0,,,
2020-10-01,Domestic,82597,1889535.0,75708.0,1570,,,
2020-10-01,Airport,951,215599.0,867.0,1,,,
2020-10-01,Returnee,15,829.0,15.0,0,,,
2020-10-02,Domestic,83236,1907206.0,76327.0,1577,,,
2020-10-02,Airport,964,217727.0,877.0,1,,,
2020-10-02,Returnee,15,829.0,15.0,0,,,
2020-10-03,Domestic,83783,1929066.0,76913.0,1589,,,
2020-10-03,Airport,970,220189.0,879.0,1,,,
2020-10-03,Returnee,15,829.0,15.0,0,,,
2020-10-04,Domestic,84340,1942750.0,77414.0,1596,,,
2020-10-04,Airport,984,222552.0,886.0,1,,,
2020-10-04,Returnee,15,829.0,15.0,0,,,
2020-10-05,Domestic,84733,1947678.0,77698.0,1598,,,
2020-10-05,Airport,991,224528.0,896.0,1,,,
2020-10-05,Returnee,15,829.0,15.0,0,,,
2020-10-06,Domestic,85030,1969543.0,78148.0,1601,,,
2020-10-06,Airport,1002,226459.0,908.0,1,,,
2020-10-06,Returnee,15,829.0,15.0,0,,,
2020-10-07,Domestic,85521,1989978.0,78750.0,1604,,,
2020-10-07,Airport,1007,227846.0,911.0,1,,,
2020-10-07,Returnee,15,829.0,15.0,0,,,
2020-10-08,Domestic,85992,2011379.0,79301.0,1612,,,
2020-10-08,Airport,1013,229421.0,911.0,1,,,
2020-10-08,Returnee,15,829.0,15.0,0,,,
2020-10-09,Domestic,86606,2032776.0,79807.0,1615,,,
2020-10-09,Airport,1018,231078.0,911.0,1,,,
2020-10-09,Returnee,15,829.0,15.0,0,,,
2020-10-10,Domestic,87191,2052473.0,80425.0,1623,,,
2020-10-10,Airport,1027,232768.0,916.0,1,,,
2020-10-10,Returnee,15,829.0,15.0,0,,,
2020-10-11,Domestic,87858,2063276.0,80893.0,1626,,,
2020-10-11,Airport,1039,234940.0,916.0,1,,,
2020-10-11,Returnee,15,829.0,15.0,0,,,
2020-10-12,Domestic,88288,2068353.0,81182.0,1628,,,
2020-10-12,Airport,1044,236851.0,916.0,1,,,
2020-10-12,Returnee,15,829.0,15.0,0,,,
2020-10-13,Domestic,88609,2091588.0,81690.0,1633,,,
2020-10-13,Airport,1049,238594.0,916.0,1,,,
2020-10-13,Returnee,15,829.0,15.0,0,,,
2020-10-14,Domestic,89070,2111416.0,82223.0,1637,,,
2020-10-14,Airport,1055,239986.0,920.0,1,,,
2020-10-14,Returnee,15,829.0,15.0,0,,,
2020-10-15,Domestic,89637,2133253.0,82899.0,1645,,,
2020-10-15,Airport,1058,241845.0,923.0,1,,,
2020-10-15,Returnee,15,829.0,15.0,0,,,
2020-10-16,Domestic,90354,2153990.0,83509.0,1649,,,
2020-10-16,Airport,1062,243589.0,927.0,1,,,
2020-10-16,Returnee,15,829.0,15.0,0,,,
2020-10-17,Domestic,90979,2174691.0,84088.0,1660,,,
2020-10-17,Airport,1069,245523.0,927.0,1,,,
2020-10-17,Returnee,15,829.0,15.0,0,,,
2020-10-18,Domestic,91560,2184587.0,84535.0,1669,,,
2020-10-18,Airport,1081,248249.0,935.0,1,,,
2020-10-18,Returnee,15,829.0,15.0,0,,,
2020-10-19,Domestic,92023,2189710.0,84961.0,1673,,,
2020-10-19,Airport,1089,250611.0,965.0,1,,,
2020-10-19,Returnee,15,829.0,15.0,0,,,
2020-10-20,Domestic,92373,2211630.0,85518.0,1675,,,
2020-10-20,Airport,1092,253054.0,980.0,1,,,
2020-10-20,Returnee,15,829.0,15.0,0,,,
2020-10-21,Domestic,92819,2227116.0,86100.0,1678,,,
2020-10-21,Airport,1099,254540.0,992.0,1,,,
2020-10-21,Returnee,15,829.0,15.0,0,,,
2020-10-22,Domestic,93405,2249260.0,86648.0,1684,,,
2020-10-22,Airport,1104,256307.0,1003.0,1,,,
2020-10-22,Returnee,15,829.0,15.0,0,,,
2020-10-23,Domestic,94014,2272678.0,87227.0,1693,,,
2020-10-23,Airport,1109,258464.0,1003.0,1,,,
2020-10-23,Returnee,15,829.0,15.0,0,,,
2020-10-24,Domestic,94706,2295558.0,87765.0,1705,,,
2020-10-24,Airport,1114,260827.0,1007.0,1,,,
2020-10-24,Returnee,15,829.0,15.0,0,,,
2020-10-25,Domestic,95392,2308769.0,88237.0,1710,,,
2020-10-25,Airport,1127,263897.0,1030.0,1,,,
2020-10-25,Returnee,15,829.0,15.0,0,,,
2020-10-26,Domestic,95924,2314196.0,88658.0,1717,,,
2020-10-26,Airport,1135,266431.0,1036.0,1,,,
2020-10-26,Returnee,15,829.0,15.0,0,,,
2020-10-27,Domestic,96340,2336798.0,89092.0,1724,,,
2020-10-27,Airport,1143,268572.0,1041.0,1,,,
2020-10-27,Returnee,15,829.0,15.0,0,,,
2020-10-28,Domestic,96958,2362512.0,89746.0,1729,,,
2020-10-28,Airport,1143,270262.0,1046.0,1,,,
2020-10-28,Returnee,15,829.0,15.0,0,,,
2020-10-29,Domestic,97687,2385576.0,90251.0,1732,,,
2020-10-29,Airport,1150,272181.0,1056.0,1,,,
2020-10-29,Returnee,15,829.0,15.0,0,,,
2020-10-30,Domestic,98453,2406080.0,90811.0,1743,,,
2020-10-30,Airport,1154,274758.0,1064.0,1,,,
2020-10-30,Returnee,15,829.0,15.0,0,,,
2020-10-31,Domestic,99214,2427862.0,91392.0,1754,,,
2020-10-31,Airport,1163,277477.0,1068.0,1,,,
2020-10-31,Returnee,15,829.0,15.0,0,,,
2020-11-01,Domestic,99959,2439260.0,91877.0,1765,,,
2020-11-01,Airport,1172,281216.0,1068.0,1,,,
2020-11-01,Returnee,15,829.0,15.0,0,,,
2020-11-02,Domestic,100618,2445474.0,92300.0,1773,,,
2020-11-02,Airport,1180,284221.0,1068.0,1,,,
2020-11-02,Returnee,15,829.0,15.0,0,,,
2020-11-03,Domestic,101078,2467009.0,92760.0,1779,,,
2020-11-03,Airport,1188,287608.0,1080.0,1,,,
2020-11-03,Returnee,15,829.0,15.0,0,,,
2020-11-04,Domestic,101693,2474486.0,93192.0,1785,,,
2020-11-04,Airport,1192,288777.0,1088.0,1,,,
2020-11-04,Returnee,15,829.0,15.0,0,,,
2020-11-05,Domestic,102619,2496326.0,94003.0,1793,,,
2020-11-05,Airport,1204,290388.0,1095.0,1,,,
2020-11-05,Returnee,15,829.0,15.0,0,,,
2020-11-06,Domestic,103558,2525859.0,94637.0,1805,,,
2020-11-06,Airport,1209,291995.0,1104.0,1,,,
2020-11-06,Returnee,15,829.0,15.0,0,,,
2020-11-07,Domestic,104682,2554096.0,95330.0,1808,,,
2020-11-07,Airport,1217,291443.0,1116.0,1,,,
2020-11-07,Returnee,15,829.0,15.0,0,,,
2020-11-08,Domestic,105827,2567556.0,96057.0,1811,,,
2020-11-08,Airport,1244,293163.0,1125.0,1,,,
2020-11-08,Returnee,15,829.0,15.0,0,,,
2020-11-09,Domestic,106806,2575560.0,96511.0,1817,,,
2020-11-09,Airport,1263,294737.0,1128.0,1,,,
2020-11-09,Returnee,15,829.0,15.0,0,,,
2020-11-10,Domestic,107696,2601036.0,97114.0,1828,,,
2020-11-10,Airport,1272,296556.0,1145.0,1,,,
2020-11-10,Returnee,15,829.0,15.0,0,,,
2020-11-11,Domestic,108865,2626215.0,97932.0,1840,,,
2020-11-11,Airport,1276,297511.0,1161.0,1,,,
2020-11-11,Returnee,15,829.0,15.0,0,,,
2020-11-12,Domestic,110409,2659896.0,98819.0,1850,,,
2020-11-12,Airport,1287,298849.0,1171.0,1,,,
2020-11-12,Returnee,15,829.0,15.0,0,,,
2020-11-13,Domestic,111970,2689808.0,99824.0,1866,,,
2020-11-13,Airport,1313,300427.0,1179.0,1,,,
2020-11-13,Returnee,15,829.0,15.0,0,,,
2020-11-14,Domestic,113649,2713846.0,100789.0,1879,,,
2020-11-14,Airport,1319,301670.0,1185.0,1,,,
2020-11-14,Returnee,15,829.0,15.0,0,,,
2020-11-15,Domestic,115327,2730497.0,101632.0,1882,,,
2020-11-15,Airport,1335,303998.0,1190.0,1,,,
2020-11-15,Returnee,15,829.0,15.0,0,,,
2020-11-16,Domestic,116774,2739624.0,102454.0,1884,,,
2020-11-16,Airport,1347,305471.0,1205.0,1,,,
2020-11-16,Returnee,15,829.0,15.0,0,,,
2020-11-17,Domestic,117960,2769733.0,103406.0,1902,,,
2020-11-17,Airport,1351,307137.0,1216.0,1,,,
2020-11-17,Returnee,15,829.0,15.0,0,,,
2020-11-18,Domestic,119441,2797367.0,104464.0,1912,,,
2020-11-18,Airport,1359,308363.0,1218.0,1,,,
2020-11-18,Returnee,15,829.0,15.0,0,,,
2020-11-19,Domestic,121580,2831997.0,105701.0,1921,,,
2020-11-19,Airport,1371,309838.0,1238.0,1,,,
2020-11-19,Returnee,15,829.0,15.0,0,,,
2020-11-20,Domestic,123867,2869807.0,107148.0,1942,,,
2020-11-20,Airport,1385,311568.0,1260.0,1,,,
2020-11-20,Returnee,15,829.0,15.0,0,,,
2020-11-21,Domestic,126256,2911577.0,108608.0,1962,,,
2020-11-21,Airport,1394,313261.0,1269.0,1,,,
2020-11-21,Returnee,15,829.0,15.0,0,,,
2020-11-22,Domestic,128750,2936501.0,109870.0,1973,,,
2020-11-22,Airport,1414,315193.0,1278.0,1,,,
2020-11-22,Returnee,15,829.0,15.0,0,,,
2020-11-23,Domestic,130917,2956890.0,110970.0,1980,,,
2020-11-23,Airport,1426,316935.0,1284.0,1,,,
2020-11-23,Returnee,15,829.0,15.0,0,,,
2020-11-24,Domestic,132479,2966450.0,112012.0,1988,,,
2020-11-24,Airport,1435,319044.0,1313.0,1,,,
2020-11-24,Returnee,15,829.0,15.0,0,,,
2020-11-25,Domestic,133939,3010223.0,113394.0,2000,,,
2020-11-25,Airport,1446,320340.0,1316.0,1,,,
2020-11-25,Returnee,15,829.0,15.0,0,,,
2020-11-26,Domestic,135787,3051275.0,115032.0,2021,,,
2020-11-26,Airport,1459,321959.0,1331.0,1,,,
2020-11-26,Returnee,15,829.0,15.0,0,,,
2020-11-27,Domestic,138011,3093909.0,116778.0,2050,,,
2020-11-27,Airport,1465,323782.0,1342.0,1,,,
2020-11-27,Returnee,15,829.0,15.0,0,,,
2020-11-28,Domestic,140568,3137260.0,118998.0,2073,,,
2020-11-28,Airport,1485,325583.0,1346.0,1,,,
2020-11-28,Returnee,15,829.0,15.0,0,,,
2020-11-29,Domestic,143139,3159567.0,120530.0,2105,,,
2020-11-29,Airport,1499,328270.0,1346.0,1,,,
2020-11-29,Returnee,15,829.0,15.0,0,,,
2020-11-30,Domestic,145231,3171542.0,122072.0,2118,,,
2020-11-30,Airport,1514,330165.0,1358.0,1,,,
2020-11-30,Returnee,15,829.0,15.0,0,,,
2020-12-01,Domestic,147155,3212877.0,124088.0,2138,,,
2020-12-01,Airport,1524,332210.0,1367.0,1,,,
2020-12-01,Returnee,15,829.0,15.0,0,,,
2020-12-02,Domestic,148837,3257166.0,125897.0,2171,,,
2020-12-02,Airport,1534,333602.0,1392.0,1,,,
2020-12-02,Returnee,15,829.0,15.0,0,,,
2020-12-03,Domestic,151263,3300402.0,127814.0,2212,,,
2020-12-03,Airport,1549,335281.0,1412.0,1,,,
2020-12-03,Returnee,15,829.0,15.0,0,,,
2020-12-04,Domestic,153658,3337225.0,129740.0,2239,,,
2020-12-04,Airport,1559,337190.0,1421.0,1,,,
2020-12-04,Returnee,15,829.0,15.0,0,,,
2020-12-05,Domestic,156093,3375370.0,131995.0,2282,,,
2020-12-05,Airport,1566,338931.0,1433.0,1,,,
2020-12-05,Returnee,15,829.0,15.0,0,,,
2020-12-06,Domestic,158500,3397683.0,133820.0,2314,,,
2020-12-06,Airport,1583,341634.0,1442.0,1,,,
2020-12-06,Returnee,15,829.0,15.0,0,,,
2020-12-07,Domestic,160452,3415295.0,135434.0,2334,,,
2020-12-07,Airport,1600,344181.0,1454.0,1,,,
2020-12-07,Returnee,15,829.0,15.0,0,,,
2020-12-08,Domestic,162298,3453032.0,137516.0,2381,,,
2020-12-08,Airport,1616,346828.0,1463.0,1,,,
2020-12-08,Returnee,15,829.0,15.0,0,,,
2020-12-09,Domestic,164203,3493092.0,139124.0,2419,,,
2020-12-09,Airport,1622,348603.0,1483.0,1,,,
2020-12-09,Returnee,15,829.0,15.0,0,,,
2020-12-10,Domestic,166928,3547649.0,141494.0,2464,,,
2020-12-10,Airport,1630,350491.0,1497.0,1,,,
2020-12-10,Returnee,15,829.0,15.0,0,,,
2020-12-11,Domestic,169890,3592261.0,143491.0,2501,,,
2020-12-11,Airport,1637,352740.0,1508.0,1,,,
2020-12-11,Returnee,15,829.0,15.0,0,,,
2020-12-12,Domestic,172638,3646095.0,145987.0,2533,,,
2020-12-12,Airport,1646,354630.0,1522.0,1,,,
2020-12-12,Returnee,15,829.0,15.0,0,,,
2020-12-13,Domestic,175608,3674298.0,147740.0,2561,,,
2020-12-13,Airport,1664,357689.0,1531.0,1,,,
2020-12-13,Returnee,15,829.0,15.0,0,,,
2020-12-14,Domestic,177960,3687442.0,149391.0,2584,,,
2020-12-14,Airport,1678,360439.0,1541.0,1,,,
2020-12-14,Returnee,15,829.0,15.0,0,,,
2020-12-15,Domestic,180162,3741200.0,151949.0,2642,,,
2020-12-15,Airport,1693,363619.0,1555.0,1,,,
2020-12-15,Returnee,15,829.0,15.0,0,,,
2020-12-16,Domestic,182326,3787017.0,153971.0,2687,,,
2020-12-16,Airport,1701,364743.0,1561.0,1,,,
2020-12-16,Returnee,15,829.0,15.0,0,,,
2020-12-17,Domestic,185386,3841320.0,156695.0,2738,,,
2020-12-17,Airport,1702,367647.0,1577.0,1,,,
2020-12-17,Returnee,15,829.0,15.0,0,,,
2020-12-18,Domestic,188415,3903759.0,159176.0,2782,,,
2020-12-18,Airport,1708,370045.0,1595.0,1,,,
2020-12-18,Returnee,15,829.0,15.0,0,,,
2020-12-19,Domestic,191303,3960180.0,161686.0,2827,,,
2020-12-19,Airport,1713,372008.0,1607.0,1,,,
2020-12-19,Returnee,15,829.0,15.0,0,,,
2020-12-20,Domestic,194139,3987229.0,163702.0,2872,,,
2020-12-20,Airport,1726,374828.0,1616.0,1,,,
2020-12-20,Returnee,15,829.0,15.0,0,,,
2020-12-21,Domestic,196757,3999511.0,165873.0,2899,,,
2020-12-21,Airport,1751,378727.0,1625.0,1,,,
2020-12-21,Returnee,15,829.0,15.0,0,,,
2020-12-22,Domestic,198864,4055161.0,167693.0,2943,,,
2020-12-22,Airport,1779,383283.0,1634.0,1,,,
2020-12-22,Returnee,15,829.0,15.0,0,,,
2020-12-23,Domestic,201301,4086271.0,170458.0,2993,,,
2020-12-23,Airport,1797,386156.0,1642.0,1,,,
2020-12-23,Returnee,15,829.0,15.0,0,,,
2020-12-24,Domestic,204317,4158529.0,173205.0,3049,,,
2020-12-24,Airport,1807,388421.0,1659.0,1,,,
2020-12-24,Returnee,15,829.0,15.0,0,,,
2020-12-25,Domestic,208148,4222041.0,176103.0,3104,,,
2020-12-25,Airport,1817,391069.0,1675.0,1,,,
2020-12-25,Returnee,15,829.0,15.0,0,,,
2020-12-26,Domestic,211705,4282302.0,178482.0,3154,,,
2020-12-26,Airport,1827,393373.0,1691.0,1,,,
2020-12-26,Returnee,15,829.0,15.0,0,,,
2020-12-27,Domestic,215461,4314979.0,180882.0,3212,,,
2020-12-27,Airport,1836,396043.0,1699.0,1,,,
2020-12-27,Returnee,15,829.0,15.0,0,,,
2020-12-28,Domestic,218374,4326942.0,182947.0,3251,,,
2020-12-28,Airport,1847,398195.0,1700.0,1,,,
2020-12-28,Returnee,15,829.0,15.0,0,,,
2020-12-29,Domestic,221246,4401325.0,185223.0,3305,,,
2020-12-29,Airport,1859,400085.0,1708.0,1,,,
2020-12-29,Returnee,15,829.0,15.0,0,,,
2020-12-30,Domestic,224716,4426175.0,187739.0,3348,,,
2020-12-30,Airport,1865,402065.0,1712.0,1,,,
2020-12-30,Returnee,15,829.0,15.0,0,,,
2020-12-31,Domestic,228418,4447244.0,189695.0,3413,,,
2020-12-31,Airport,1871,403864.0,1741.0,1,,,
2020-12-31,Returnee,15,829.0,15.0,0,,,
2021-01-01,Domestic,232495,4486819.0,191949.0,3459,,,
2021-01-01,Airport,1885,405670.0,1750.0,1,,,
2021-01-01,Returnee,15,829.0,15.0,0,,,
2021-01-02,Domestic,236104,4511891.0,194650.0,3513,,,
2021-01-02,Airport,1893,407177.0,1755.0,1,,,
2021-01-02,Returnee,15,829.0,15.0,0,,,
2021-01-03,Domestic,239032,4520637.0,196693.0,3547,,,
2021-01-03,Airport,1907,408569.0,1778.0,1,,,
2021-01-03,Returnee,15,829.0,15.0,0,,,
2021-01-04,Domestic,241902,4540928.0,198874.0,3598,,,
2021-01-04,Airport,1930,411247.0,1787.0,1,,,
2021-01-04,Returnee,15,829.0,15.0,0,,,
2021-01-05,Domestic,245997,4625266.0,201606.0,3654,,,
2021-01-05,Airport,1948,413737.0,1800.0,1,,,
2021-01-05,Returnee,15,829.0,15.0,0,,,
2021-01-06,Domestic,250343,4713712.0,205212.0,3718,,,
2021-01-06,Airport,1959,415071.0,1812.0,1,,,
2021-01-06,Returnee,15,829.0,15.0,0,,,
2021-01-07,Domestic,256412,4787679.0,208621.0,3790,,,
