Date,Location,Positive,Tested,Discharged,Fatal,Vaccinated_1st,Vaccinated_2nd,Vaccinated_3rd
2021-01-07,Airport,1966,416785.0,1815.0,1,,,
2021-01-07,Returnee,15,829.0,15.0,0,,,
2021-01-08,Domestic,263307,4869119.0,211900.0,3856,,,
2021-01-08,Airport,1977,418607.0,1822.0,1,,,
2021-01-08,Returnee,15,829.0,15.0,0,,,
2021-01-09,Domestic,271155,4932492.0,215527.0,3931,,,
2021-01-09,Airport,1984,420307.0,1827.0,1,,,
2021-01-09,Returnee,15,829.0,15.0,0,,,
2021-01-10,Domestic,278762,4968222.0,218676.0,3995,,,
2021-01-10,Airport,1998,421935.0,1845.0,1,,,
2021-01-10,Returnee,15,829.0,15.0,0,,,
2021-01-11,Domestic,284728,4992724.0,221087.0,4043,,,
2021-01-11,Airport,2009,425533.0,1861.0,1,,,
2021-01-11,Returnee,15,829.0,15.0,0,,,
2021-01-12,Domestic,290175,5012172.0,223509.0,4093,,,
2021-01-12,Airport,2022,429314.0,1872.0,1,,,
2021-01-12,Returnee,15,829.0,15.0,0,,,
2021-01-13,Domestic,295272,5098723.0,227174.0,4144,,,
2021-01-13,Airport,2028,431753.0,1884.0,1,,,
2021-01-13,Returnee,15,829.0,15.0,0,,,
2021-01-14,Domestic,300573,5179978.0,231747.0,4232,,,
2021-01-14,Airport,2035,434449.0,1903.0,1,,,
2021-01-14,Returnee,15,829.0,15.0,0,,,
2021-01-15,Domestic,307159,5281233.0,236545.0,4314,,,
2021-01-15,Airport,2040,436832.0,1907.0,1,,,
2021-01-15,Returnee,15,829.0,15.0,0,,,
2021-01-16,Domestic,313844,5351843.0,242041.0,4379,,,
2021-01-16,Airport,2051,439975.0,1917.0,1,,,
2021-01-16,Returnee,15,829.0,15.0,0,,,
2021-01-17,Domestic,320218,5396505.0,246537.0,4445,,,
2021-01-17,Airport,2063,443680.0,1936.0,1,,,
2021-01-17,Returnee,15,829.0,15.0,0,,,
2021-01-18,Domestic,326208,5412543.0,250833.0,4500,,,
2021-01-18,Airport,2071,447118.0,1939.0,1,,,
2021-01-18,Returnee,15,829.0,15.0,0,,,
2021-01-19,Domestic,332231,5493316.0,255764.0,4547,,,
2021-01-19,Airport,2082,451547.0,1940.0,1,,,
2021-01-19,Returnee,15,829.0,15.0,0,,,
2021-01-20,Domestic,337660,5596629.0,263026.0,4646,,,
2021-01-20,Airport,2099,456022.0,1946.0,1,,,
2021-01-20,Returnee,15,829.0,15.0,0,,,
2021-01-21,Domestic,343106,5683433.0,271216.0,4742,,,
2021-01-21,Airport,2100,460947.0,1956.0,1,,,
2021-01-21,Returnee,15,829.0,15.0,0,,,
2021-01-22,Domestic,348897,5769202.0,277225.0,4829,,,
2021-01-22,Airport,2108,466023.0,1974.0,1,,,
2021-01-22,Returnee,15,829.0,15.0,0,,,
2021-01-23,Domestic,353945,5870475.0,283522.0,4934,,,
2021-01-23,Airport,2114,467292.0,1985.0,1,,,
2021-01-23,Returnee,15,829.0,15.0,0,,,
2021-01-24,Domestic,358527,5907591.0,288536.0,5018,,,
2021-01-24,Airport,2119,469079.0,1991.0,1,,,
2021-01-24,Returnee,15,829.0,15.0,0,,,
2021-01-25,Domestic,362676,5926375.0,293420.0,5083,,,
2021-01-25,Airport,2122,470336.0,1991.0,1,,,
2021-01-25,Returnee,15,829.0,15.0,0,,,
2021-01-26,Domestic,366002,6008316.0,299514.0,5157,,,
2021-01-26,Airport,2126,472374.0,2011.0,1,,,
2021-01-26,Returnee,15,829.0,15.0,0,,,
2021-01-27,Domestic,369537,6074651.0,306117.0,5251,,,
2021-01-27,Airport,2128,473253.0,2032.0,1,,,
2021-01-27,Returnee,15,829.0,15.0,0,,,
2021-01-28,Domestic,373460,6165475.0,312385.0,5360,,,
2021-01-28,Airport,2132,474662.0,2034.0,1,,,
2021-01-28,Returnee,15,829.0,15.0,0,,,
2021-01-29,Domestic,377364,6229807.0,318190.0,5450,,,
2021-01-29,Airport,2137,475757.0,2043.0,2,,,
2021-01-29,Returnee,15,829.0,15.0,0,,,
2021-01-30,Domestic,380927,6312103.0,323518.0,5544,,,
2021-01-30,Airport,2141,476999.0,2059.0,2,,,
2021-01-30,Returnee,15,829.0,15.0,0,,,
2021-01-31,Domestic,384582,6352528.0,328391.0,5652,,,
2021-01-31,Airport,2145,478790.0,2059.0,2,,,
2021-01-31,Returnee,15,829.0,15.0,0,,,
2021-02-01,Domestic,387358,6370300.0,332049.0,5720,,,
2021-02-01,Airport,2145,480301.0,2061.0,2,,,
2021-02-01,Returnee,15,829.0,15.0,0,,,
2021-02-02,Domestic,389457,6437569.0,337295.0,5792,,,
2021-02-02,Airport,2154,482725.0,2067.0,2,,,
2021-02-02,Returnee,15,829.0,15.0,0,,,
2021-02-03,Domestic,391665,6496679.0,342045.0,5910,,,
2021-02-03,Airport,2156,483761.0,2077.0,2,,,
2021-02-03,Returnee,15,829.0,15.0,0,,,
2021-02-04,Domestic,394256,6565486.0,347235.0,6018,,,
2021-02-04,Airport,2158,485170.0,2082.0,2,,,
2021-02-04,Returnee,15,829.0,15.0,0,,,
2021-02-05,Domestic,396872,6627388.0,352368.0,6133,,,
2021-02-05,Airport,2161,486304.0,2090.0,2,,,
2021-02-05,Returnee,15,829.0,15.0,0,,,
2021-02-06,Domestic,399178,6698532.0,356752.0,6241,,,
2021-02-06,Airport,2162,487519.0,2105.0,2,,,
2021-02-06,Returnee,15,829.0,15.0,0,,,
2021-02-07,Domestic,401256,6731575.0,360108.0,6336,,,
2021-02-07,Airport,2164,489260.0,2108.0,2,,,
2021-02-07,Returnee,15,829.0,15.0,0,,,
2021-02-08,Domestic,402809,6749766.0,363110.0,6393,,,
2021-02-08,Airport,2166,490619.0,2113.0,2,,,
2021-02-08,Returnee,15,829.0,15.0,0,,,
2021-02-09,Domestic,404584,6808265.0,366680.0,6474,,,
2021-02-09,Airport,2167,492515.0,2118.0,2,,,
2021-02-09,Returnee,15,829.0,15.0,0,,,
2021-02-10,Domestic,406003,6886418.0,370398.0,6555,,,
2021-02-10,Airport,2168,493341.0,2122.0,2,,,
2021-02-10,Returnee,15,829.0,15.0,0,,,
2021-02-11,Domestic,407827,6951770.0,373314.0,6676,,,
2021-02-11,Airport,2170,494671.0,2125.0,2,,,
2021-02-11,Returnee,15,829.0,15.0,0,,,
2021-02-12,Domestic,409564,6984635.0,375872.0,6772,,,
2021-02-12,Airport,2172,495913.0,2137.0,2,,,
2021-02-12,Returnee,15,829.0,15.0,0,,,
2021-02-13,Domestic,410963,7041285.0,378414.0,6847,,,
2021-02-13,Airport,2176,497289.0,2140.0,2,,,
2021-02-13,Returnee,15,829.0,15.0,0,,,
2021-02-14,Domestic,412275,7071505.0,380730.0,6910,,,
2021-02-14,Airport,2182,498771.0,2141.0,2,,,
2021-02-14,Returnee,15,829.0,15.0,0,,,
2021-02-15,Domestic,413583,7086221.0,382938.0,6950,,,
2021-02-15,Airport,2184,499986.0,2144.0,2,,,
2021-02-15,Returnee,15,829.0,15.0,0,,,
2021-02-16,Domestic,415565,7144642.0,385577.0,7013,,,
2021-02-16,Airport,2185,501660.0,2148.0,2,,,
2021-02-16,Returnee,15,829.0,15.0,0,,,
2021-02-17,Domestic,416814,7204491.0,389042.0,7100,125.0,0.0,0.0
2021-02-17,Airport,2186,502466.0,2151.0,2,0.0,0.0,0.0
2021-02-17,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-18,Domestic,418203,7265629.0,391321.0,7194,486.0,0.0,0.0
2021-02-18,Airport,2190,503748.0,2158.0,2,0.0,0.0,0.0
2021-02-18,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-19,Domestic,419762,7320133.0,393318.0,7272,4428.0,0.0,0.0
2021-02-19,Airport,2190,504849.0,2159.0,2,0.0,0.0,0.0
2021-02-19,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-20,Domestic,421102,7395088.0,395114.0,7331,0.0,0.0,0.0
2021-02-20,Airport,2194,506005.0,2164.0,2,0.0,0.0,0.0
2021-02-20,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-21,Domestic,422293,7426667.0,396738.0,7415,0.0,0.0,0.0
2021-02-21,Airport,2199,507867.0,2168.0,2,0.0,0.0,0.0
2021-02-21,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-22,Domestic,423382,7441350.0,398066.0,7472,6895.0,0.0,0.0
2021-02-22,Airport,2200,509398.0,2169.0,2,0.0,0.0,0.0
2021-02-22,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-23,Domestic,424239,7495530.0,399624.0,7527,0.0,0.0,0.0
2021-02-23,Airport,2202,511480.0,2170.0,2,0.0,0.0,0.0
2021-02-23,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-24,Domestic,425248,7513854.0,401195.0,7582,5954.0,0.0,0.0
2021-02-24,Airport,2204,512316.0,2171.0,2,0.0,0.0,0.0
2021-02-24,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-25,Domestic,426333,7568556.0,403067.0,7645,4008.0,0.0,0.0
2021-02-25,Airport,2205,513845.0,2175.0,2,0.0,0.0,0.0
2021-02-25,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-26,Domestic,427251,7627790.0,404392.0,7720,6634.0,0.0,0.0
2021-02-26,Airport,2206,515305.0,2177.0,2,0.0,0.0,0.0
2021-02-26,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-27,Domestic,428310,7685654.0,405827.0,7805,0.0,0.0,0.0
2021-02-27,Airport,2214,516802.0,2178.0,2,0.0,0.0,0.0
2021-02-27,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-02-28,Domestic,429505,7714850.0,407124.0,7858,0.0,0.0,0.0
2021-02-28,Airport,2220,519303.0,2180.0,2,0.0,0.0,0.0
2021-02-28,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-01,Domestic,430533,7734625.0,408407.0,7885,3255.0,0.0,0.0
2021-03-01,Airport,2225,521148.0,2182.0,2,0.0,0.0,0.0
2021-03-01,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-02,Domestic,431250,7794715.0,409917.0,7931,2987.0,0.0,0.0
2021-03-02,Airport,2239,524148.0,2183.0,2,0.0,0.0,0.0
2021-03-02,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-03,Domestic,432101,7877039.0,411132.0,7982,2531.0,0.0,0.0
2021-03-03,Airport,2240,525508.0,2187.0,2,0.0,0.0,0.0
2021-03-03,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-04,Domestic,433290,7907207.0,412572.0,8050,1871.0,0.0,0.0
2021-03-04,Airport,2243,527272.0,2187.0,2,0.0,0.0,0.0
2021-03-04,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-05,Domestic,434468,7926063.0,413818.0,8117,7295.0,0.0,0.0
2021-03-05,Airport,2245,528983.0,2191.0,2,0.0,0.0,0.0
2021-03-05,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-06,Domestic,435630,8021216.0,415085.0,8176,0.0,0.0,0.0
2021-03-06,Airport,2247,530768.0,2192.0,2,0.0,0.0,0.0
2021-03-06,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-07,Domestic,436687,8052274.0,416050.0,8225,0.0,0.0,0.0
2021-03-07,Airport,2254,533048.0,2196.0,2,0.0,0.0,0.0
2021-03-07,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-08,Domestic,437720,8066683.0,417018.0,8251,24327.0,0.0,0.0
2021-03-08,Airport,2257,535057.0,2196.0,2,0.0,0.0,0.0
2021-03-08,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-09,Domestic,438398,8134600.0,418046.0,8297,36762.0,0.0,0.0
2021-03-09,Airport,2258,537672.0,2199.0,2,0.0,0.0,0.0
2021-03-09,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-10,Domestic,439454,8174837.0,419201.0,8351,41357.0,35.0,0.0
2021-03-10,Airport,2260,538949.0,2205.0,2,0.0,0.0,0.0
2021-03-10,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-11,Domestic,440722,8234989.0,420320.0,8400,31826.0,408.0,0.0
2021-03-11,Airport,2264,540423.0,2207.0,2,0.0,0.0,0.0
2021-03-11,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-12,Domestic,442007,8291840.0,421391.0,8449,46453.0,2905.0,0.0
2021-03-12,Airport,2267,542130.0,2213.0,2,0.0,0.0,0.0
2021-03-12,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-13,Domestic,443298,8347402.0,422452.0,8507,0.0,0.0,0.0
2021-03-13,Airport,2272,544014.0,2218.0,2,0.0,0.0,0.0
2021-03-13,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-14,Domestic,444582,8378697.0,423426.0,8558,0.0,0.0,0.0
2021-03-14,Airport,2276,546770.0,2222.0,2,0.0,0.0,0.0
2021-03-14,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-15,Domestic,445610,8395963.0,424449.0,8588,55204.0,4529.0,0.0
2021-03-15,Airport,2281,549455.0,2222.0,2,0.0,0.0,0.0
2021-03-15,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-16,Domestic,446386,8445833.0,425341.0,8620,67446.0,1470.0,0.0
2021-03-16,Airport,2287,553431.0,2226.0,2,0.0,0.0,0.0
2021-03-16,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-17,Domestic,447409,8493609.0,426539.0,8676,73352.0,4942.0,0.0
2021-03-17,Airport,2289,555715.0,2229.0,2,0.0,0.0,0.0
2021-03-17,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-18,Domestic,448868,8578528.0,427650.0,8715,67217.0,4000.0,0.0
2021-03-18,Airport,2303,557940.0,2233.0,2,0.0,0.0,0.0
2021-03-18,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-19,Domestic,450377,8633427.0,428677.0,8756,63041.0,7092.0,0.0
2021-03-19,Airport,2310,560131.0,2235.0,2,0.0,0.0,0.0
2021-03-19,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-20,Domestic,451830,8704728.0,429877.0,8788,0.0,0.0,0.0
2021-03-20,Airport,2313,562309.0,2236.0,2,0.0,0.0,0.0
2021-03-20,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-21,Domestic,453304,8735386.0,430898.0,8810,0.0,0.0,0.0
2021-03-21,Airport,2319,565106.0,2236.0,2,0.0,0.0,0.0
2021-03-21,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-22,Domestic,454438,8752383.0,432017.0,8833,70115.0,3748.0,0.0
2021-03-22,Airport,2328,567416.0,2242.0,2,0.0,0.0,0.0
2021-03-22,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-23,Domestic,455406,8803852.0,433099.0,8859,43801.0,2627.0,0.0
2021-03-23,Airport,2333,570164.0,2247.0,2,0.0,0.0,0.0
2021-03-23,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-24,Domestic,456691,8856567.0,434195.0,8906,38731.0,3323.0,0.0
2021-03-24,Airport,2337,571717.0,2253.0,2,0.0,0.0,0.0
2021-03-24,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-25,Domestic,458539,8916541.0,435429.0,8936,31571.0,2371.0,0.0
2021-03-25,Airport,2343,573331.0,2258.0,2,0.0,0.0,0.0
2021-03-25,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-26,Domestic,460478,8979186.0,436604.0,8965,43993.0,3754.0,0.0
2021-03-26,Airport,2347,575034.0,2260.0,2,0.0,0.0,0.0
2021-03-26,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-27,Domestic,462499,9046482.0,437918.0,8996,0.0,0.0,0.0
2021-03-27,Airport,2352,576766.0,2267.0,2,0.0,0.0,0.0
2021-03-27,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-28,Domestic,464470,9086073.0,438955.0,9028,0.0,0.0,0.0
2021-03-28,Airport,2364,579131.0,2267.0,3,0.0,0.0,0.0
2021-03-28,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-29,Domestic,466230,9104960.0,440085.0,9058,44039.0,23754.0,0.0
2021-03-29,Airport,2369,581260.0,2269.0,3,0.0,0.0,0.0
2021-03-29,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-30,Domestic,467786,9177139.0,441351.0,9083,27242.0,31827.0,0.0
2021-03-30,Airport,2374,584163.0,2274.0,3,0.0,0.0,0.0
2021-03-30,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-03-31,Domestic,469713,9218386.0,442735.0,9110,24213.0,28795.0,0.0
2021-03-31,Airport,2384,585610.0,2274.0,3,0.0,0.0,0.0
2021-03-31,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-01,Domestic,472366,9285821.0,444121.0,9159,16156.0,31217.0,0.0
2021-04-01,Airport,2392,587263.0,2280.0,3,0.0,0.0,0.0
2021-04-01,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-02,Domestic,475044,9351198.0,445420.0,9182,20026.0,26560.0,0.0
2021-04-02,Airport,2399,589611.0,2280.0,3,0.0,0.0,0.0
2021-04-02,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-03,Domestic,477737,9412344.0,446781.0,9210,0.0,0.0,0.0
2021-04-03,Airport,2413,591834.0,2295.0,3,0.0,0.0,0.0
2021-04-03,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-04,Domestic,480424,9453447.0,448304.0,9218,0.0,0.0,0.0
2021-04-04,Airport,2428,594837.0,2305.0,3,0.0,0.0,0.0
2021-04-04,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-05,Domestic,482871,9470636.0,449835.0,9228,43297.0,56889.0,0.0
2021-04-05,Airport,2439,596581.0,2305.0,3,0.0,0.0,0.0
2021-04-05,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-06,Domestic,485085,9530910.0,451727.0,9246,39420.0,52262.0,0.0
2021-04-06,Airport,2445,598885.0,2313.0,3,0.0,0.0,0.0
2021-04-06,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-07,Domestic,487108,9583929.0,453053.0,9276,40371.0,64171.0,0.0
2021-04-07,Airport,2453,600256.0,2314.0,3,0.0,0.0,0.0
2021-04-07,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-08,Domestic,490400,9642353.0,454710.0,9298,29956.0,64542.0,0.0
2021-04-08,Airport,2460,601670.0,2325.0,3,0.0,0.0,0.0
2021-04-08,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-09,Domestic,493728,9713312.0,456492.0,9331,35313.0,69598.0,0.0
2021-04-09,Airport,2463,603621.0,2333.0,3,0.0,0.0,0.0
2021-04-09,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-10,Domestic,497305,9780921.0,458645.0,9350,0.0,0.0,0.0
2021-04-10,Airport,2473,605382.0,2333.0,3,0.0,0.0,0.0
2021-04-10,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-11,Domestic,500895,9821845.0,461377.0,9379,0.0,0.0,0.0
2021-04-11,Airport,2493,607745.0,2333.0,3,0.0,0.0,0.0
2021-04-11,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-12,Domestic,503774,9844311.0,463547.0,9397,31563.0,70086.0,0.0
2021-04-12,Airport,2497,609593.0,2354.0,3,0.0,0.0,0.0
2021-04-12,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-13,Domestic,506272,9916571.0,466396.0,9422,18221.0,40090.0,0.0
2021-04-13,Airport,2515,612234.0,2359.0,3,0.0,0.0,0.0
2021-04-13,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-14,Domestic,509627,9981849.0,468621.0,9466,14871.0,41427.0,0.0
2021-04-14,Airport,2527,613321.0,2371.0,3,0.0,0.0,0.0
2021-04-14,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-15,Domestic,513569,10054941.0,471170.0,9497,25455.0,35983.0,0.0
2021-04-15,Airport,2537,614457.0,2385.0,3,0.0,0.0,0.0
2021-04-15,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-16,Domestic,518187,10137271.0,473345.0,9535,40438.0,39991.0,0.0
2021-04-16,Airport,2543,616185.0,2394.0,3,0.0,0.0,0.0
2021-04-16,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-17,Domestic,522647,10215237.0,475966.0,9581,7681.0,0.0,0.0
2021-04-17,Airport,2556,617830.0,2397.0,3,0.0,0.0,0.0
2021-04-17,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-18,Domestic,527247,10265740.0,478373.0,9619,8413.0,0.0,0.0
2021-04-18,Airport,2567,620179.0,2405.0,3,0.0,0.0,0.0
2021-04-18,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-19,Domestic,531466,10296311.0,480632.0,9638,95557.0,54307.0,0.0
2021-04-19,Airport,2571,621807.0,2405.0,3,0.0,0.0,0.0
2021-04-19,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-20,Domestic,534716,10383007.0,483631.0,9668,146349.0,27797.0,0.0
2021-04-20,Airport,2586,623967.0,2430.0,3,0.0,0.0,0.0
2021-04-20,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-21,Domestic,538881,10453958.0,486479.0,9707,183061.0,26696.0,0.0
2021-04-21,Airport,2600,624815.0,2450.0,3,0.0,0.0,0.0
2021-04-21,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-22,Domestic,543799,10550386.0,489177.0,9761,183335.0,21855.0,0.0
2021-04-22,Airport,2611,625962.0,2469.0,3,0.0,0.0,0.0
2021-04-22,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-23,Domestic,549259,10644643.0,492392.0,9797,199531.0,29683.0,0.0
2021-04-23,Airport,2624,627660.0,2475.0,3,0.0,0.0,0.0
2021-04-23,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-24,Domestic,554356,10735929.0,495734.0,9851,35399.0,0.0,0.0
2021-04-24,Airport,2628,629233.0,2493.0,3,0.0,0.0,0.0
2021-04-24,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-25,Domestic,559492,10794150.0,499095.0,9910,25494.0,0.0,0.0
2021-04-25,Airport,2634,631409.0,2499.0,3,0.0,0.0,0.0
2021-04-25,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-26,Domestic,564211,10830036.0,502221.0,9969,277464.0,41651.0,0.0
2021-04-26,Airport,2637,633273.0,2502.0,3,0.0,0.0,0.0
2021-04-26,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-27,Domestic,568372,10913961.0,505850.0,10001,246194.0,31105.0,0.0
2021-04-27,Airport,2653,635804.0,2523.0,3,0.0,0.0,0.0
2021-04-27,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-28,Domestic,572888,10995009.0,509501.0,10052,274634.0,44268.0,0.0
2021-04-28,Airport,2660,636874.0,2553.0,3,0.0,0.0,0.0
2021-04-28,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-29,Domestic,578306,11063115.0,512983.0,10104,20260.0,0.0,0.0
2021-04-29,Airport,2667,638242.0,2562.0,3,0.0,0.0,0.0
2021-04-29,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-04-30,Domestic,584086,11155036.0,516466.0,10191,288705.0,47240.0,0.0
2021-04-30,Airport,2681,640079.0,2566.0,3,0.0,0.0,0.0
2021-04-30,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-01,Domestic,588900,11255120.0,520644.0,10226,40453.0,0.0,0.0
2021-05-01,Airport,2687,641842.0,2568.0,3,0.0,0.0,0.0
2021-05-01,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-02,Domestic,594500,11323443.0,524642.0,10293,27347.0,0.0,0.0
2021-05-02,Airport,2710,644177.0,2576.0,3,0.0,0.0,0.0
2021-05-02,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-03,Domestic,600119,11359660.0,528470.0,10358,7455.0,0.0,0.0
2021-05-03,Airport,2728,646518.0,2584.0,3,0.0,0.0,0.0
2021-05-03,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-04,Domestic,604872,11403846.0,532219.0,10416,8529.0,0.0,0.0
2021-05-04,Airport,2739,649034.0,2602.0,4,0.0,0.0,0.0
2021-05-04,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-05,Domestic,609603,11431592.0,536321.0,10466,9882.0,0.0,0.0
2021-05-05,Airport,2742,649997.0,2610.0,4,0.0,0.0,0.0
2021-05-05,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-06,Domestic,613355,11498677.0,539944.0,10513,316747.0,62936.0,0.0
2021-05-06,Airport,2753,651216.0,2610.0,4,0.0,0.0,0.0
2021-05-06,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-07,Domestic,618197,11588263.0,543410.0,10585,147745.0,43179.0,0.0
2021-05-07,Airport,2782,652907.0,2617.0,4,0.0,0.0,0.0
2021-05-07,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-08,Domestic,623703,11698021.0,548641.0,10698,63016.0,0.0,0.0
2021-05-08,Airport,2804,654484.0,2637.0,4,0.0,0.0,0.0
2021-05-08,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-09,Domestic,630197,11769022.0,552740.0,10819,75880.0,0.0,0.0
2021-05-09,Airport,2815,656471.0,2646.0,4,0.0,0.0,0.0
2021-05-09,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-10,Domestic,637210,11810360.0,556883.0,10872,261102.0,68249.0,0.0
2021-05-10,Airport,2819,658364.0,2655.0,4,0.0,0.0,0.0
2021-05-10,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-11,Domestic,642970,11941037.0,561452.0,10937,223578.0,78451.0,0.0
2021-05-11,Airport,2832,660927.0,2661.0,4,0.0,0.0,0.0
2021-05-11,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-12,Domestic,648851,12038075.0,565876.0,11060,246289.0,98761.0,0.0
2021-05-12,Airport,2836,662034.0,2667.0,4,0.0,0.0,0.0
2021-05-12,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-13,Domestic,655777,12125148.0,571211.0,11161,253416.0,125710.0,0.0
2021-05-13,Airport,2837,663734.0,2687.0,4,0.0,0.0,0.0
2021-05-13,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-14,Domestic,662688,12247650.0,576736.0,11251,236000.0,143385.0,0.0
2021-05-14,Airport,2844,665475.0,2695.0,4,0.0,0.0,0.0
2021-05-14,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-15,Domestic,668979,12347326.0,582055.0,11361,139766.0,0.0,0.0
2021-05-15,Airport,2847,667089.0,2700.0,4,0.0,0.0,0.0
2021-05-15,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
2021-05-16,Domestic,675121,12414194.0,587319.0,11459,190268.0,0.0,0.0
2021-05-16,Airport,2852,669400.0,2710.0,4,0.0,0.0,0.0
2021-05-16,Returnee,15,829.0,15.0,0,0.0,0.0,0.0
