ISO code,Date,Daily change in cumulative total,Cumulative total
AFG,2022-01-29,,853003.0
AFG,2022-01-30,,
AFG,2022-01-31,,
AFG,2022-02-01,,
AFG,2022-02-02,,
AFG,2022-02-03,,
AFG,2022-02-04,,
AFG,2022-02-05,,
AFG,2022-02-06,,
AFG,2022-02-07,,
AFG,2022-02-08,,
AFG,2022-02-09,,
AFG,2022-02-10,,
AFG,2022-02-11,,
AFG,2022-02-12,,
AFG,2022-02-13,,
AFG,2022-02-14,,
AFG,2022-02-15,,
AFG,2022-02-16,,
AFG,2022-02-17,,
AFG,2022-02-18,,
AFG,2022-02-19,,
AFG,2022-02-20,,
AFG,2022-02-21,,
AFG,2022-02-22,,
AFG,2022-02-23,,
AFG,2022-02-24,,
AFG,2022-02-25,,
AFG,2022-02-26,,889430.0
AFG,2022-02-27,,
AFG,2022-02-28,,
AFG,2022-03-01,,
AFG,2022-03-02,,
AFG,2022-03-03,,
AFG,2022-03-04,,
AFG,2022-03-05,,
AFG,2022-03-06,,
AFG,2022-03-07,,
AFG,2022-03-08,,
AFG,2022-03-09,,
AFG,2022-03-10,,
AFG,2022-03-11,,
AFG,2022-03-12,,904055.0
AFG,2022-03-13,,
AFG,2022-03-14,,
AFG,2022-03-15,,
AFG,2022-03-16,,
AFG,2022-03-17,,
AFG,2022-03-18,,
AFG,2022-03-19,,
AFG,2022-03-20,,
AFG,2022-03-21,,
AFG,2022-03-22,,
AFG,2022-03-23,,
AFG,2022-03-24,,
AFG,2022-03-25,,
AFG,2022-03-26,,
AFG,2022-03-27,,
AFG,2022-03-28,,
AFG,2022-03-29,,
AFG,2022-03-30,,
AFG,2022-03-31,,
AFG,2022-04-01,,
AFG,2022-04-02,,
AFG,2022-04-03,,
AFG,2022-04-04,,
AFG,2022-04-05,,
AFG,2022-04-06,,
AFG,2022-04-07,,
AFG,2022-04-08,,
AFG,2022-04-09,,
AFG,2022-04-10,,
AFG,2022-04-11,,
AFG,2022-04-12,,
AFG,2022-04-13,,
AFG,2022-04-14,,
AFG,2022-04-15,,
AFG,2022-04-16,,
AFG,2022-04-17,,
AFG,2022-04-18,,
AFG,2022-04-19,,
AFG,2022-04-20,,
AFG,2022-04-21,,
AFG,2022-04-22,,
AFG,2022-04-23,,
AFG,2022-04-24,,
AFG,2022-04-25,,
AFG,2022-04-26,,
AFG,2022-04-27,,
AFG,2022-04-28,,
AFG,2022-04-29,,
AFG,2022-04-30,,
AFG,2022-05-01,,
AFG,2022-05-02,,
AFG,2022-05-03,,
AFG,2022-05-04,,
AFG,2022-05-05,,
AFG,2022-05-06,,
AFG,2022-05-07,,
AFG,2022-05-08,,
AFG,2022-05-09,,
AFG,2022-05-10,,
AFG,2022-05-11,,
AFG,2022-05-12,,
AFG,2022-05-13,,
AFG,2022-05-14,,
AFG,2022-05-15,,
AFG,2022-05-16,,
AFG,2022-05-17,,
AFG,2022-05-18,,
AFG,2022-05-19,,
AFG,2022-05-20,,
AFG,2022-05-21,,
AFG,2022-05-22,,
AFG,2022-05-23,,
AFG,2022-05-24,,981844.0
AFG,2022-05-25,,
AFG,2022-05-26,,
AFG,2022-05-27,,
AFG,2022-05-28,,
AFG,2022-05-29,,
AFG,2022-05-30,,
AFG,2022-05-31,,
AFG,2022-06-01,,
AFG,2022-06-02,,
AFG,2022-06-03,,
AFG,2022-06-04,,
AFG,2022-06-05,,
AFG,2022-06-06,,
AFG,2022-06-07,,
AFG,2022-06-08,,
AFG,2022-06-09,,
AFG,2022-06-10,,
AFG,2022-06-11,,
AFG,2022-06-12,,
AFG,2022-06-13,,
AFG,2022-06-14,,
AFG,2022-06-15,,
AFG,2022-06-16,,
AFG,2022-06-17,,
AFG,2022-06-18,,
AFG,2022-06-19,,
AFG,2022-06-20,,
AFG,2022-06-21,,
AFG,2022-06-22,,
AFG,2022-06-23,,994894.0
ALB,2020-02-25,8.0,8.0
ALB,2020-02-26,5.0,13.0
ALB,2020-02-27,4.0,17.0
ALB,2020-02-28,1.0,18.0
ALB,2020-02-29,8.0,26.0
ALB,2020-03-01,3.0,29.0
ALB,2020-03-02,2.0,31.0
ALB,2020-03-03,5.0,36.0
ALB,2020-03-04,6.0,42.0
ALB,2020-03-05,8.0,50.0
ALB,2020-03-06,3.0,53.0
ALB,2020-03-07,5.0,58.0
ALB,2020-03-08,1.0,59.0
ALB,2020-03-09,18.0,77.0
ALB,2020-03-10,37.0,114.0
ALB,2020-03-11,43.0,157.0
ALB,2020-03-12,141.0,298.0
ALB,2020-03-13,159.0,457.0
ALB,2020-03-14,48.0,505.0
ALB,2020-03-15,27.0,532.0
ALB,2020-03-16,31.0,563.0
ALB,2020-03-17,42.0,605.0
ALB,2020-03-18,60.0,665.0
ALB,2020-03-19,32.0,697.0
ALB,2020-03-20,35.0,732.0
ALB,2020-03-21,46.0,778.0
ALB,2020-03-22,33.0,811.0
ALB,2020-03-23,,
ALB,2020-03-24,,
ALB,2020-03-25,111.0,922.0
ALB,2020-03-26,103.0,1025.0
ALB,2020-03-27,102.0,1127.0
ALB,2020-03-28,79.0,1206.0
ALB,2020-03-29,111.0,1317.0
ALB,2020-03-30,90.0,1407.0
ALB,2020-03-31,145.0,1552.0
ALB,2020-04-01,152.0,1704.0
ALB,2020-04-02,96.0,1800.0
ALB,2020-04-03,112.0,1912.0
ALB,2020-04-04,216.0,2128.0
ALB,2020-04-05,149.0,2277.0
ALB,2020-04-06,175.0,2452.0
ALB,2020-04-07,182.0,2634.0
ALB,2020-04-08,236.0,2870.0
ALB,2020-04-09,234.0,3104.0
ALB,2020-04-10,162.0,3266.0
ALB,2020-04-11,259.0,3525.0
ALB,2020-04-12,233.0,3758.0
ALB,2020-04-13,193.0,3951.0
ALB,2020-04-14,236.0,4187.0
ALB,2020-04-15,252.0,4439.0
ALB,2020-04-16,269.0,4708.0
ALB,2020-04-17,253.0,4961.0
ALB,2020-04-18,231.0,5192.0
ALB,2020-04-19,231.0,5423.0
ALB,2020-04-20,233.0,5656.0
ALB,2020-04-21,242.0,5898.0
ALB,2020-04-22,252.0,6150.0
ALB,2020-04-23,240.0,6390.0
ALB,2020-04-24,259.0,6649.0
ALB,2020-04-25,247.0,6896.0
ALB,2020-04-26,264.0,7160.0
ALB,2020-04-27,212.0,7372.0
ALB,2020-04-28,267.0,7639.0
ALB,2020-04-29,270.0,7909.0
ALB,2020-04-30,225.0,8134.0
ALB,2020-05-01,245.0,8379.0
ALB,2020-05-02,171.0,8550.0
ALB,2020-05-03,197.0,8747.0
ALB,2020-05-04,140.0,8887.0
ALB,2020-05-05,270.0,9157.0
ALB,2020-05-06,255.0,9412.0
ALB,2020-05-07,275.0,9687.0
ALB,2020-05-08,238.0,9925.0
ALB,2020-05-09,224.0,10149.0
ALB,2020-05-10,170.0,10319.0
ALB,2020-05-11,121.0,10440.0
ALB,2020-05-12,243.0,10683.0
ALB,2020-05-13,246.0,10929.0
ALB,2020-05-14,191.0,11120.0
ALB,2020-05-15,219.0,11339.0
ALB,2020-05-16,306.0,11645.0
ALB,2020-05-17,260.0,11905.0
ALB,2020-05-18,168.0,12073.0
ALB,2020-05-19,177.0,12250.0
ALB,2020-05-20,186.0,12436.0
ALB,2020-05-21,204.0,12640.0
ALB,2020-05-22,174.0,12814.0
ALB,2020-05-23,200.0,13014.0
ALB,2020-05-24,146.0,13160.0
ALB,2020-05-25,54.0,13214.0
ALB,2020-05-26,173.0,13387.0
ALB,2020-05-27,262.0,13649.0
ALB,2020-05-28,225.0,13874.0
ALB,2020-05-29,276.0,14150.0
ALB,2020-05-30,229.0,14379.0
ALB,2020-05-31,225.0,14604.0
ALB,2020-06-01,102.0,14706.0
ALB,2020-06-02,243.0,14949.0
ALB,2020-06-03,297.0,15246.0
ALB,2020-06-04,282.0,15528.0
ALB,2020-06-05,162.0,15690.0
ALB,2020-06-06,253.0,15943.0
ALB,2020-06-07,193.0,16136.0
ALB,2020-06-08,102.0,16238.0
ALB,2020-06-09,359.0,16597.0
ALB,2020-06-10,311.0,16908.0
ALB,2020-06-11,291.0,17199.0
ALB,2020-06-12,300.0,17499.0
ALB,2020-06-13,270.0,17769.0
ALB,2020-06-14,362.0,18131.0
ALB,2020-06-15,319.0,18450.0
ALB,2020-06-16,364.0,18814.0
ALB,2020-06-17,333.0,19147.0
ALB,2020-06-18,280.0,19427.0
ALB,2020-06-19,330.0,19757.0
ALB,2020-06-20,320.0,20077.0
ALB,2020-06-21,327.0,20404.0
ALB,2020-06-22,239.0,20643.0
ALB,2020-06-23,328.0,20971.0
ALB,2020-06-24,347.0,21318.0
ALB,2020-06-25,344.0,21662.0
ALB,2020-06-26,402.0,22064.0
ALB,2020-06-27,355.0,22419.0
ALB,2020-06-28,374.0,22793.0
ALB,2020-06-29,371.0,23164.0
ALB,2020-06-30,371.0,23535.0
ALB,2020-07-01,269.0,23804.0
ALB,2020-07-02,368.0,24172.0
ALB,2020-07-03,362.0,24534.0
ALB,2020-07-04,376.0,24910.0
ALB,2020-07-05,392.0,25302.0
ALB,2020-07-06,459.0,25761.0
ALB,2020-07-07,409.0,26170.0
ALB,2020-07-08,397.0,26567.0
ALB,2020-07-09,401.0,26968.0
ALB,2020-07-10,420.0,27388.0
ALB,2020-07-11,420.0,27808.0
ALB,2020-07-12,420.0,28228.0
ALB,2020-07-13,585.0,28813.0
ALB,2020-07-14,451.0,29264.0
ALB,2020-07-15,361.0,29625.0
ALB,2020-07-16,425.0,30050.0
ALB,2020-07-17,431.0,30481.0
ALB,2020-07-18,501.0,30982.0
ALB,2020-07-19,331.0,31313.0
ALB,2020-07-20,267.0,31580.0
ALB,2020-07-21,482.0,32062.0
ALB,2020-07-22,496.0,32558.0
ALB,2020-07-23,477.0,33035.0
ALB,2020-07-24,564.0,33599.0
ALB,2020-07-25,304.0,33903.0
ALB,2020-07-26,504.0,34407.0
ALB,2020-07-27,500.0,34907.0
ALB,2020-07-28,507.0,35414.0
ALB,2020-07-29,502.0,35916.0
ALB,2020-07-30,507.0,36423.0
ALB,2020-07-31,500.0,36923.0
ALB,2020-08-01,510.0,37433.0
ALB,2020-08-02,474.0,37907.0
ALB,2020-08-03,474.0,38381.0
ALB,2020-08-04,546.0,38927.0
ALB,2020-08-05,561.0,39488.0
ALB,2020-08-06,531.0,40019.0
ALB,2020-08-07,586.0,40605.0
ALB,2020-08-08,500.0,41105.0
ALB,2020-08-09,561.0,41666.0
ALB,2020-08-10,506.0,42172.0
ALB,2020-08-11,603.0,42775.0
ALB,2020-08-12,625.0,43400.0
ALB,2020-08-13,643.0,44043.0
ALB,2020-08-14,639.0,44682.0
ALB,2020-08-15,650.0,45332.0
ALB,2020-08-16,626.0,45958.0
ALB,2020-08-17,501.0,46459.0
ALB,2020-08-18,932.0,47391.0
ALB,2020-08-19,864.0,48255.0
ALB,2020-08-20,847.0,49102.0
ALB,2020-08-21,864.0,49966.0
ALB,2020-08-22,837.0,50803.0
ALB,2020-08-23,785.0,51588.0
ALB,2020-08-24,947.0,52535.0
ALB,2020-08-25,870.0,53405.0
ALB,2020-08-26,878.0,54283.0
ALB,2020-08-27,865.0,55148.0
ALB,2020-08-28,801.0,55949.0
ALB,2020-08-29,796.0,56745.0
ALB,2020-08-30,803.0,57548.0
ALB,2020-08-31,820.0,58368.0
ALB,2020-09-01,812.0,59180.0
ALB,2020-09-02,856.0,60036.0
ALB,2020-09-03,835.0,60871.0
ALB,2020-09-04,857.0,61728.0
ALB,2020-09-05,860.0,62588.0
ALB,2020-09-06,847.0,63435.0
ALB,2020-09-07,824.0,64259.0
ALB,2020-09-08,830.0,65089.0
ALB,2020-09-09,852.0,65941.0
ALB,2020-09-10,870.0,66811.0
ALB,2020-09-11,875.0,67686.0
ALB,2020-09-12,872.0,68558.0
ALB,2020-09-13,877.0,69435.0
ALB,2020-09-14,862.0,70297.0
ALB,2020-09-15,810.0,71107.0
ALB,2020-09-16,824.0,71931.0
ALB,2020-09-17,817.0,72748.0
ALB,2020-09-18,833.0,73581.0
ALB,2020-09-19,836.0,74417.0
ALB,2020-09-20,844.0,75261.0
ALB,2020-09-21,809.0,76070.0
ALB,2020-09-22,825.0,76895.0
ALB,2020-09-23,887.0,77782.0
ALB,2020-09-24,852.0,78634.0
ALB,2020-09-25,808.0,79442.0
ALB,2020-09-26,811.0,80253.0
ALB,2020-09-27,832.0,81085.0
ALB,2020-09-28,824.0,81909.0
ALB,2020-09-29,820.0,82729.0
ALB,2020-09-30,842.0,83571.0
ALB,2020-10-01,1013.0,84584.0
ALB,2020-10-02,1085.0,85669.0
ALB,2020-10-03,1008.0,86677.0
ALB,2020-10-04,963.0,87640.0
ALB,2020-10-05,912.0,88552.0
ALB,2020-10-06,905.0,89457.0
ALB,2020-10-07,914.0,90371.0
ALB,2020-10-08,971.0,91342.0
ALB,2020-10-09,932.0,92274.0
ALB,2020-10-10,960.0,93234.0
ALB,2020-10-11,943.0,94177.0
ALB,2020-10-12,952.0,95129.0
ALB,2020-10-13,1055.0,96184.0
ALB,2020-10-14,1351.0,97535.0
ALB,2020-10-15,1398.0,98933.0
ALB,2020-10-16,1402.0,100335.0
ALB,2020-10-17,1289.0,101624.0
ALB,2020-10-18,1276.0,102900.0
ALB,2020-10-19,1413.0,104313.0
ALB,2020-10-20,1407.0,105720.0
ALB,2020-10-21,1375.0,107095.0
ALB,2020-10-22,1405.0,108500.0
ALB,2020-10-23,1412.0,109912.0
ALB,2020-10-24,1329.0,111241.0
ALB,2020-10-25,1315.0,112556.0
ALB,2020-10-26,1304.0,113860.0
ALB,2020-10-27,1278.0,115138.0
ALB,2020-10-28,1397.0,116535.0
ALB,2020-10-29,1422.0,117957.0
ALB,2020-10-30,1534.0,119491.0
ALB,2020-10-31,1260.0,120751.0
ALB,2020-11-01,1472.0,122223.0
ALB,2020-11-02,1446.0,123669.0
ALB,2020-11-03,1684.0,125353.0
ALB,2020-11-04,1725.0,127078.0
ALB,2020-11-05,1744.0,128822.0
ALB,2020-11-06,1954.0,130776.0
ALB,2020-11-07,1927.0,132703.0
ALB,2020-11-08,1942.0,134645.0
ALB,2020-11-09,1967.0,136612.0
ALB,2020-11-10,1739.0,138351.0
ALB,2020-11-11,1864.0,140215.0
ALB,2020-11-12,1559.0,141774.0
ALB,2020-11-13,2051.0,143825.0
ALB,2020-11-14,2055.0,145880.0
ALB,2020-11-15,2106.0,147986.0
ALB,2020-11-16,2086.0,150072.0
ALB,2020-11-17,2137.0,152209.0
ALB,2020-11-18,2117.0,154326.0
ALB,2020-11-19,2152.0,156478.0
ALB,2020-11-20,2198.0,158676.0
ALB,2020-11-21,1942.0,160618.0
ALB,2020-11-22,1627.0,162245.0
ALB,2020-11-23,2032.0,164277.0
ALB,2020-11-24,2095.0,166372.0
ALB,2020-11-25,1727.0,168099.0
ALB,2020-11-26,1777.0,169876.0
ALB,2020-11-27,1778.0,171654.0
ALB,2020-11-28,1416.0,173070.0
ALB,2020-11-29,2120.0,175190.0
ALB,2020-11-30,1948.0,177138.0
ALB,2020-12-01,1702.0,178840.0
ALB,2020-12-02,1830.0,180670.0
ALB,2020-12-03,2125.0,182795.0
ALB,2020-12-04,1915.0,184710.0
ALB,2020-12-05,1851.0,186561.0
ALB,2020-12-06,2063.0,188624.0
ALB,2020-12-07,1963.0,190587.0
ALB,2020-12-08,2532.0,193119.0
ALB,2020-12-09,2620.0,195739.0
ALB,2020-12-10,2714.0,198453.0
ALB,2020-12-11,2604.0,201057.0
ALB,2020-12-12,2734.0,203791.0
ALB,2020-12-13,2501.0,206292.0
ALB,2020-12-14,2108.0,208400.0
ALB,2020-12-15,2711.0,211111.0
ALB,2020-12-16,2657.0,213768.0
ALB,2020-12-17,2745.0,216513.0
ALB,2020-12-18,2615.0,219128.0
ALB,2020-12-19,2276.0,221404.0
ALB,2020-12-20,1927.0,223331.0
ALB,2020-12-21,1908.0,225239.0
ALB,2020-12-22,2420.0,227659.0
ALB,2020-12-23,2210.0,229869.0
ALB,2020-12-24,2198.0,232067.0
ALB,2020-12-25,2184.0,234251.0
ALB,2020-12-26,1889.0,236140.0
ALB,2020-12-27,2165.0,238305.0
ALB,2020-12-28,1508.0,239813.0
ALB,2020-12-29,2682.0,242495.0
ALB,2020-12-30,2681.0,245176.0
ALB,2020-12-31,2350.0,247526.0
ALB,2021-01-01,1858.0,249384.0
ALB,2021-01-02,1025.0,250409.0
ALB,2021-01-03,2309.0,252718.0
ALB,2021-01-04,1281.0,253999.0
ALB,2021-01-05,3424.0,257423.0
ALB,2021-01-06,3906.0,261329.0
ALB,2021-01-07,3668.0,264997.0
ALB,2021-01-08,3927.0,268924.0
ALB,2021-01-09,4499.0,273423.0
ALB,2021-01-10,2997.0,276420.0
ALB,2021-01-11,1575.0,277995.0
ALB,2021-01-12,3727.0,281722.0
ALB,2021-01-13,3307.0,285029.0
ALB,2021-01-14,3695.0,288724.0
ALB,2021-01-15,3530.0,292254.0
ALB,2021-01-16,3029.0,295283.0
ALB,2021-01-17,2521.0,297804.0
ALB,2021-01-18,2343.0,300147.0
ALB,2021-01-19,2510.0,302657.0
ALB,2021-01-20,3331.0,305988.0
ALB,2021-01-21,3088.0,309076.0
ALB,2021-01-22,3314.0,312390.0
ALB,2021-01-23,3513.0,315903.0
ALB,2021-01-24,3511.0,319414.0
ALB,2021-01-25,1918.0,321332.0
ALB,2021-01-26,3605.0,324937.0
ALB,2021-01-27,3512.0,328449.0
ALB,2021-01-28,3891.0,332340.0
ALB,2021-01-29,3761.0,336101.0
ALB,2021-01-30,3864.0,339965.0
ALB,2021-01-31,3144.0,343109.0
ALB,2021-02-01,2960.0,346069.0
ALB,2021-02-02,3856.0,349925.0
ALB,2021-02-03,3849.0,353774.0
ALB,2021-02-04,3974.0,357748.0
ALB,2021-02-05,4270.0,362018.0
ALB,2021-02-06,4539.0,366557.0
ALB,2021-02-07,,
ALB,2021-02-08,3485.0,370042.0
ALB,2021-02-09,4562.0,374604.0
ALB,2021-02-10,4083.0,378687.0
ALB,2021-02-11,4092.0,382779.0
ALB,2021-02-12,3982.0,386761.0
ALB,2021-02-13,3994.0,390755.0
ALB,2021-02-14,3885.0,394640.0
ALB,2021-02-15,,
ALB,2021-02-16,3842.0,398482.0
ALB,2021-02-17,3901.0,402383.0
ALB,2021-02-18,3935.0,406318.0
ALB,2021-02-19,3848.0,410166.0
ALB,2021-02-20,3975.0,414141.0
ALB,2021-02-21,4013.0,418154.0
ALB,2021-02-22,3258.0,421412.0
ALB,2021-02-23,3998.0,425410.0
ALB,2021-02-24,3897.0,429307.0
ALB,2021-02-25,3691.0,432998.0
ALB,2021-02-26,3689.0,436687.0
ALB,2021-02-27,3957.0,440644.0
ALB,2021-02-28,3805.0,444449.0
ALB,2021-03-01,2714.0,447163.0
ALB,2021-03-02,3369.0,450532.0
ALB,2021-03-03,3149.0,453681.0
ALB,2021-03-04,3268.0,456949.0
ALB,2021-03-05,3171.0,460120.0
ALB,2021-03-06,3308.0,463428.0
ALB,2021-03-07,3372.0,466800.0
ALB,2021-03-08,2708.0,469508.0
ALB,2021-03-09,3197.0,472705.0
ALB,2021-03-10,3035.0,475740.0
ALB,2021-03-11,3077.0,478817.0
ALB,2021-03-12,3340.0,482157.0
ALB,2021-03-13,3463.0,485620.0
ALB,2021-03-14,3119.0,488739.0
ALB,2021-03-15,3001.0,491740.0
ALB,2021-03-16,3005.0,494745.0
ALB,2021-03-17,2997.0,497742.0
ALB,2021-03-18,2994.0,500736.0
ALB,2021-03-19,2986.0,503722.0
ALB,2021-03-20,3251.0,506973.0
ALB,2021-03-21,3487.0,510460.0
ALB,2021-03-22,1993.0,512453.0
ALB,2021-03-23,2174.0,514627.0
ALB,2021-03-24,2475.0,517102.0
ALB,2021-03-25,2794.0,519896.0
ALB,2021-03-26,3012.0,522908.0
ALB,2021-03-27,3070.0,525978.0
ALB,2021-03-28,2993.0,528971.0
ALB,2021-03-29,1893.0,530864.0
ALB,2021-03-30,2730.0,533594.0
ALB,2021-03-31,2991.0,536585.0
ALB,2021-04-01,2899.0,539484.0
ALB,2021-04-02,2865.0,542349.0
ALB,2021-04-03,3007.0,545356.0
ALB,2021-04-04,3056.0,548412.0
ALB,2021-04-05,2092.0,550504.0
ALB,2021-04-06,2334.0,552838.0
ALB,2021-04-07,2538.0,555376.0
ALB,2021-04-08,3024.0,558400.0
ALB,2021-04-09,2966.0,561366.0
ALB,2021-04-10,3342.0,564708.0
ALB,2021-04-11,2684.0,567392.0
ALB,2021-04-12,1983.0,569375.0
ALB,2021-04-13,2862.0,572237.0
ALB,2021-04-14,2698.0,574935.0
ALB,2021-04-15,2520.0,577455.0
ALB,2021-04-16,2652.0,580107.0
ALB,2021-04-17,2886.0,582993.0
ALB,2021-04-18,2480.0,585473.0
ALB,2021-04-19,1867.0,587340.0
ALB,2021-04-20,3008.0,590348.0
ALB,2021-04-21,2584.0,592932.0
ALB,2021-04-22,2517.0,595449.0
ALB,2021-04-23,3079.0,598528.0
ALB,2021-04-24,3457.0,601985.0
ALB,2021-04-25,2789.0,604774.0
ALB,2021-04-26,994.0,605768.0
ALB,2021-04-27,2839.0,608607.0
ALB,2021-04-28,2258.0,610865.0
ALB,2021-04-29,2079.0,612944.0
ALB,2021-04-30,2808.0,615752.0
ALB,2021-05-01,2962.0,618714.0
ALB,2021-05-02,1535.0,620249.0
ALB,2021-05-03,1762.0,622011.0
ALB,2021-05-04,1995.0,624006.0
ALB,2021-05-05,2851.0,626857.0
ALB,2021-05-06,2818.0,629675.0
ALB,2021-05-07,2728.0,632403.0
ALB,2021-05-08,4516.0,636919.0
ALB,2021-05-09,1952.0,638871.0
ALB,2021-05-10,1444.0,640315.0
ALB,2021-05-11,2956.0,643271.0
ALB,2021-05-12,2707.0,645978.0
ALB,2021-05-13,2596.0,648574.0
ALB,2021-05-14,2964.0,651538.0
ALB,2021-05-15,3400.0,654938.0
ALB,2021-05-16,1862.0,656800.0
ALB,2021-05-17,2639.0,659439.0
ALB,2021-05-18,3169.0,662608.0
ALB,2021-05-19,3051.0,665659.0
ALB,2021-05-20,3093.0,668752.0
ALB,2021-05-21,3167.0,671919.0
ALB,2021-05-22,3862.0,675781.0
ALB,2021-05-23,2512.0,678293.0
ALB,2021-05-24,2020.0,680313.0
ALB,2021-05-25,3366.0,683679.0
ALB,2021-05-26,2691.0,686370.0
ALB,2021-05-27,3137.0,689507.0
ALB,2021-05-28,2807.0,692314.0
ALB,2021-05-29,3255.0,695569.0
ALB,2021-05-30,2170.0,697739.0
ALB,2021-05-31,2325.0,700064.0
ALB,2021-06-01,3661.0,703725.0
ALB,2021-06-02,3057.0,706782.0
ALB,2021-06-03,3340.0,710122.0
ALB,2021-06-04,2919.0,713041.0
ALB,2021-06-05,3593.0,716634.0
ALB,2021-06-06,1881.0,718515.0
ALB,2021-06-07,2103.0,720618.0
ALB,2021-06-08,2872.0,723490.0
ALB,2021-06-09,2821.0,726311.0
ALB,2021-06-10,2648.0,728959.0
ALB,2021-06-11,2915.0,731874.0
ALB,2021-06-12,2916.0,734790.0
ALB,2021-06-13,2224.0,737014.0
ALB,2021-06-14,2618.0,739632.0
ALB,2021-06-15,,
ALB,2021-06-16,2962.0,742594.0
ALB,2021-06-17,2621.0,745215.0
ALB,2021-06-18,3027.0,748242.0
ALB,2021-06-19,2771.0,751013.0
ALB,2021-06-20,1693.0,752706.0
ALB,2021-06-21,1542.0,754248.0
ALB,2021-06-22,4064.0,758312.0
ALB,2021-06-23,1960.0,760272.0
ALB,2021-06-24,2803.0,763075.0
ALB,2021-06-25,,
ALB,2021-06-26,3853.0,766928.0
ALB,2021-06-27,2444.0,769372.0
ALB,2021-06-28,2954.0,772326.0
ALB,2021-06-29,3348.0,775674.0
ALB,2021-06-30,3138.0,778812.0
ALB,2021-07-01,4024.0,782836.0
ALB,2021-07-02,3513.0,786349.0
ALB,2021-07-03,3036.0,789385.0
ALB,2021-07-04,2144.0,791529.0
ALB,2021-07-05,1140.0,792669.0
ALB,2021-07-06,2907.0,795576.0
ALB,2021-07-07,2007.0,797583.0
ALB,2021-07-08,2980.0,800563.0
ALB,2021-07-09,2108.0,802671.0
ALB,2021-07-10,3070.0,805741.0
ALB,2021-07-11,3039.0,808780.0
ALB,2021-07-12,2658.0,811438.0
ALB,2021-07-13,1915.0,813353.0
ALB,2021-07-14,,
ALB,2021-07-15,4051.0,817404.0
ALB,2021-07-16,3621.0,821025.0
ALB,2021-07-17,2431.0,823456.0
ALB,2021-07-18,2451.0,825907.0
ALB,2021-07-19,,
ALB,2021-07-20,3526.0,829433.0
ALB,2021-07-21,2516.0,831949.0
ALB,2021-07-22,,
ALB,2021-07-23,,
ALB,2021-07-24,4063.0,836012.0
ALB,2021-07-25,4078.0,840090.0
ALB,2021-07-26,2760.0,842850.0
ALB,2021-07-27,3628.0,846478.0
ALB,2021-07-28,3316.0,849794.0
ALB,2021-07-29,3025.0,852819.0
ALB,2021-07-30,4593.0,857412.0
ALB,2021-07-31,3684.0,861096.0
ALB,2021-08-01,2568.0,863664.0
ALB,2021-08-02,3762.0,867426.0
ALB,2021-08-03,4471.0,871897.0
ALB,2021-08-04,3599.0,875496.0
ALB,2021-08-05,3601.0,879097.0
ALB,2021-08-06,3753.0,882850.0
ALB,2021-08-07,4232.0,887082.0
ALB,2021-08-08,3613.0,890695.0
ALB,2021-08-09,3046.0,893741.0
ALB,2021-08-10,5536.0,899277.0
ALB,2021-08-11,4201.0,903478.0
ALB,2021-08-12,4799.0,908277.0
ALB,2021-08-13,5339.0,913616.0
ALB,2021-08-14,5252.0,918868.0
ALB,2021-08-15,4935.0,923803.0
ALB,2021-08-16,2183.0,925986.0
ALB,2021-08-17,5135.0,931121.0
ALB,2021-08-18,7733.0,938854.0
ALB,2021-08-19,6662.0,945516.0
ALB,2021-08-20,6173.0,951689.0
ALB,2021-08-21,6527.0,958216.0
ALB,2021-08-22,4262.0,962478.0
ALB,2021-08-23,4029.0,966507.0
ALB,2021-08-24,5018.0,971525.0
ALB,2021-08-25,7725.0,979250.0
ALB,2021-08-26,6619.0,985869.0
ALB,2021-08-27,6184.0,992053.0
ALB,2021-08-28,4063.0,996116.0
ALB,2021-08-29,5460.0,1001576.0
ALB,2021-08-30,4532.0,1006108.0
ALB,2021-08-31,7256.0,1013364.0
ALB,2021-09-01,5724.0,1019088.0
ALB,2021-09-02,5637.0,1024725.0
ALB,2021-09-03,5901.0,1030626.0
ALB,2021-09-04,6113.0,1036739.0
ALB,2021-09-05,4228.0,1040967.0
ALB,2021-09-06,5991.0,1046958.0
ALB,2021-09-07,5544.0,1052502.0
ALB,2021-09-08,6732.0,1059234.0
ALB,2021-09-09,5812.0,1065046.0
ALB,2021-09-10,6308.0,1071354.0
ALB,2021-09-11,5257.0,1076611.0
ALB,2021-09-12,4334.0,1080945.0
ALB,2021-09-13,3499.0,1084444.0
ALB,2021-09-14,5613.0,1090057.0
ALB,2021-09-15,5480.0,1095537.0
ALB,2021-09-16,5723.0,1101260.0
ALB,2021-09-17,5106.0,1106366.0
ALB,2021-09-18,4769.0,1111135.0
ALB,2021-09-19,4022.0,1115157.0
ALB,2021-09-20,4081.0,1119238.0
ALB,2021-09-21,5175.0,1124413.0
ALB,2021-09-22,5544.0,1129957.0
ALB,2021-09-23,5005.0,1134962.0
ALB,2021-09-24,5150.0,1140112.0
ALB,2021-09-25,4875.0,1144987.0
ALB,2021-09-26,,
ALB,2021-09-27,4064.0,1149051.0
ALB,2021-09-28,4625.0,1153676.0
ALB,2021-09-29,3937.0,1157613.0
ALB,2021-09-30,4835.0,1162448.0
ALB,2021-10-01,4139.0,1166587.0
ALB,2021-10-02,4279.0,1170866.0
ALB,2021-10-03,2592.0,1173458.0
ALB,2021-10-04,3067.0,1176525.0
